,chamber,congress,eventId,updateDate,url,committees,date,title,witnesses
0,House,116,108895,2026-04-24T14:41:47Z,https://api.congress.gov/v3/committee-meeting/116/house/108895?format=json,"[{'systemCode': 'hsif16', 'url': 'https://api.congress.gov/v3/committee/house/hsif16?format=json'}]",2019-02-13T15:00:00Z,“Protecting Consumers and Competition: An Examination of the T-Mobile and Sprint Merger.”,"[{'name': 'Mr. Marcelo Claure', 'organization': 'Sprint Corp.', 'position': 'Executive Chairman'}, {'name': 'Mr. John Legere', 'organization': 'T-Mobile US', 'position': 'Chief Executive Officer and President'}, {'name': 'Mr. Chris Shelton', 'organization': 'Communications Workers of America', 'position': 'President'}, {'name': 'Ms. Carri Bennet', 'organization': 'Rural Wireless Associations, Inc.', 'position': 'General Counsel'}, {'name': 'Mr. Phillip Berenbroick', 'organization': 'Public Knowledge', 'position': 'Senior Policy Counsel'}, {'name': 'Mr. Doug Brake', 'organization': 'Information Technology and Innovation Foundation', 'position': 'Director, Broadband and Spectrum Policy'}]"
1,House,116,110174,2026-01-02T04:55:25Z,https://api.congress.gov/v3/committee-meeting/116/house/110174?format=json,"[{'systemCode': 'hsif03', 'url': 'https://api.congress.gov/v3/committee/house/hsif03?format=json'}]",2019-10-30T14:30:00Z,Building a 100 Percent Clean Economy: Solutions for the U.S. Power Sector,"[{'name': 'Mr. Lee Anderson', 'organization': 'Utility Workers Union of America, AFL-CIO', 'position': 'Government Affairs Director'}, {'name': 'Mr. Ralph Izzo', 'organization': 'Public Service Enterprise Group Incorporated (PSEG)', 'position': 'Chairman, President & CEO'}, {'name': 'The Honorable Jim Matheson', 'organization': 'National Rural Electric Cooperative Association', 'position': 'Chief Executive Officer'}, {'name': 'Ms. Karen Palmer', 'organization': 'Resources for the Future', 'position': 'Senior Fellow and Director, Future of Power Initiative'}, {'name': 'Mr. Jeff Dennis', 'organization': 'Advanced Energy Economy', 'position': 'General Counsel and Managing Director'}, {'name': 'Mr. John Bear', 'organization': 'Midcontinent Independent System Operator, Inc.', 'position': 'Chief Executive Officer'}]"
2,House,116,109626,2026-01-02T04:55:19Z,https://api.congress.gov/v3/committee-meeting/116/house/109626?format=json,"[{'systemCode': 'hsif14', 'url': 'https://api.congress.gov/v3/committee/house/hsif14?format=json'}]",2019-06-12T14:00:00Z,"""No More Surprises: Protecting Patients from Surprise Medical Bills""","[{'name': 'Ms. Jeanette Thornton', 'organization': ""America's Health Insurance Plans"", 'position': 'Senior Vice President, Product, Employer, and Commercial Policy'}, {'name': 'Dr. Sherif Zaffran', 'organization': 'Physicians for Fair Coverage', 'position': 'Chair of the Board of Directors'}, {'name': 'Mr. Thomas Nickels', 'organization': 'American Hospital Association', 'position': 'Executive Vice President'}, {'name': 'Mr. Rick Sherlock', 'organization': 'Association of Air Medical Services', 'position': 'President and CEO'}, {'name': 'Dr. Vidor Friedman', 'organization': 'American College of Emergency Physicians', 'position': 'President'}, {'name': 'Ms. Claire McAndrew', 'organization': 'Families USA', 'position': 'Director of Campaigns and Partnerships'}, {'name': 'Ms. Sonji Wilkes', 'organization': 'Hemophilia Federation of America', 'position': 'Director of Advocacy'}, {'name': 'Mr. James Gelfand', 'position': 'Senior Vice President, Health Policy'}]"
3,House,116,111034,2024-11-07T21:51:56Z,https://api.congress.gov/v3/committee-meeting/116/house/111034?format=json,"[{'name': 'House Rules', 'systemCode': 'hsru00', 'url': 'https://api.congress.gov/v3/committee/house/hsru00?format=json'}]",2020-09-21T17:00:00Z,"H.R. ____—Continuing Appropriations Act, 2021 and Other Extensions Act; H.R. 4447—Expanding Access to Sustainable Energy Act of 2019 [Clean Economy Jobs and Innovation Act]; H.R. 6210—Uyghur Forced Labor Prevention Act; H.R. 6270—Uyghur Forced Labor Disclosure Act of 2020",none
4,House,116,110850,2024-11-07T21:36:23Z,https://api.congress.gov/v3/committee-meeting/116/house/110850?format=json,"[{'name': 'House Rules', 'systemCode': 'hsru00', 'url': 'https://api.congress.gov/v3/committee/house/hsru00?format=json'}]",2020-06-29T17:00:00Z,H.R. 2—INVEST in America Act [Moving Forward Act],none
5,House,116,110834,2024-11-07T21:20:21Z,https://api.congress.gov/v3/committee-meeting/116/house/110834?format=json,"[{'name': 'House Rules', 'systemCode': 'hsru00', 'url': 'https://api.congress.gov/v3/committee/house/hsru00?format=json'}]",2020-06-24T15:00:00Z,"H.R. 7120—George Floyd Justice in Policing Act of 2020; H.R. 1425—State Health Care Premium Reduction Act [Patient Protection and Affordable Care Enhancement Act]; H.R. 51—Washington, D.C. Admission Act; H.R. 5332—Protecting Your Credit Score Act of 2019; H.J. Res. 90—Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of the Comptroller of the Currency relating to ""Community Reinvestment Act Regulations"".; H.R. 7301—Emergency Housing Protections and Relief Act of 2020",none
6,House,116,110738,2024-11-07T21:04:36Z,https://api.congress.gov/v3/committee-meeting/116/house/110738?format=json,"[{'name': 'House Rules', 'systemCode': 'hsru00', 'url': 'https://api.congress.gov/v3/committee/house/hsru00?format=json'}]",2020-04-22T21:30:00Z,H. Res. 935 - Establishing a Select Subcommittee on the Coronavirus Crisis as a select investigative subcommittee of the Committee on Oversight and Reform.,none
7,House,116,110734,2024-11-07T20:47:58Z,https://api.congress.gov/v3/committee-meeting/116/house/110734?format=json,"[{'name': 'House Rules', 'systemCode': 'hsru00', 'url': 'https://api.congress.gov/v3/committee/house/hsru00?format=json'}]",2020-03-12T03:15:00Z,H.R. 6201—Families First Coronavirus Response Act,none
8,House,116,110717,2024-11-07T20:32:08Z,https://api.congress.gov/v3/committee-meeting/116/house/110717?format=json,"[{'name': 'House Rules', 'systemCode': 'hsru00', 'url': 'https://api.congress.gov/v3/committee/house/hsru00?format=json'}]",2020-03-09T21:00:00Z,Senate Amendment to H.R. 2486 – FUTURE Act [NO BAN Act; Access to Counsel Act of 2020]; S.J. Res. 68 —To direct the removal of United States Armed Forces from hostilities against the Islamic Republic of Iran that have not been authorized by Congress.; H.R. 6172—USA FREEDOM Reauthorization Act of 2020,none
9,House,116,110255,2024-11-07T20:16:06Z,https://api.congress.gov/v3/committee-meeting/116/house/110255?format=json,"[{'name': 'House Rules', 'systemCode': 'hsru00', 'url': 'https://api.congress.gov/v3/committee/house/hsru00?format=json'}]",2019-11-19T20:00:00Z,H.R. 1309—Workplace Violence Prevention for Health Care and Social Service Workers Act,none
